,Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total,Ano,Cidade,Regiao
7668,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2.0,0.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Nova Granada,São José do Rio Preto
7669,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Nova Granada,São José do Rio Preto
7670,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Nova Granada,São José do Rio Preto
7671,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Nova Granada,São José do Rio Preto
7672,TOTAL DE ESTUPRO (4),1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2022,Nova Granada,São José do Rio Preto
7673,ESTUPRO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Nova Granada,São José do Rio Preto
7674,ESTUPRO DE VULNERÁVEL,0.0,0.0,2.0,...,...,...,...,...,...,...,...,...,2.0,2022,Nova Granada,São José do Rio Preto
7675,TOTAL DE ROUBO - OUTROS (1),2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2022,Nova Granada,São José do Rio Preto
7676,ROUBO - OUTROS,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2022,Nova Granada,São José do Rio Preto
7677,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Nova Granada,São José do Rio Preto
7678,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Nova Granada,São José do Rio Preto
7679,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Nova Granada,São José do Rio Preto
7680,FURTO - OUTROS,15.0,17.0,10.0,...,...,...,...,...,...,...,...,...,42.0,2022,Nova Granada,São José do Rio Preto
7681,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Nova Granada,São José do Rio Preto
7682,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7683,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7684,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7685,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7686,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7687,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7688,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7689,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7690,LESÃO CORPORAL DOLOSA,3.0,0.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2022,Novais,São José do Rio Preto
7691,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7692,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7693,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7694,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7695,TOTAL DE ESTUPRO (4),0.0,0.0,2.0,...,...,...,...,...,...,...,...,...,2.0,2022,Novais,São José do Rio Preto
7696,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7697,ESTUPRO DE VULNERÁVEL,0.0,0.0,2.0,...,...,...,...,...,...,...,...,...,2.0,2022,Novais,São José do Rio Preto
7698,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7699,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7700,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7701,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7702,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7703,FURTO - OUTROS,3.0,1.0,3.0,...,...,...,...,...,...,...,...,...,7.0,2022,Novais,São José do Rio Preto
7704,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novais,São José do Rio Preto
7705,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7706,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7707,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7708,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7709,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Novo Horizonte,São José do Rio Preto
7710,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7711,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7712,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7713,LESÃO CORPORAL DOLOSA,18.0,12.0,17.0,...,...,...,...,...,...,...,...,...,47.0,2022,Novo Horizonte,São José do Rio Preto
7714,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2.0,20.0,3.0,...,...,...,...,...,...,...,...,...,25.0,2022,Novo Horizonte,São José do Rio Preto
7715,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7716,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7717,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7718,TOTAL DE ESTUPRO (4),3.0,0.0,3.0,...,...,...,...,...,...,...,...,...,6.0,2022,Novo Horizonte,São José do Rio Preto
7719,ESTUPRO,0.0,0.0,2.0,...,...,...,...,...,...,...,...,...,2.0,2022,Novo Horizonte,São José do Rio Preto
7720,ESTUPRO DE VULNERÁVEL,3.0,0.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2022,Novo Horizonte,São José do Rio Preto
7721,TOTAL DE ROUBO - OUTROS (1),1.0,1.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,Novo Horizonte,São José do Rio Preto
7722,ROUBO - OUTROS,1.0,1.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,Novo Horizonte,São José do Rio Preto
7723,ROUBO DE VEÍCULO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Novo Horizonte,São José do Rio Preto
7724,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7725,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Novo Horizonte,São José do Rio Preto
7726,FURTO - OUTROS,26.0,41.0,52.0,...,...,...,...,...,...,...,...,...,119.0,2022,Novo Horizonte,São José do Rio Preto
7727,FURTO DE VEÍCULO,4.0,4.0,2.0,...,...,...,...,...,...,...,...,...,10.0,2022,Novo Horizonte,São José do Rio Preto
7728,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7729,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7730,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7731,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7732,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2022,Onda Verde,São José do Rio Preto
7733,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7734,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7735,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7736,LESÃO CORPORAL DOLOSA,1.0,3.0,1.0,...,...,...,...,...,...,...,...,...,5.0,2022,Onda Verde,São José do Rio Preto
7737,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2022,Onda Verde,São José do Rio Preto
7738,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7739,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7740,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7741,TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7742,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7743,ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7744,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7745,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7746,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7747,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7748,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Onda Verde,São José do Rio Preto
7749,FURTO - OUTROS,2.0,3.0,7.0,...,...,...,...,...,...,...,...,...,12.0,2022,Onda Verde,São José do Rio Preto
7750,FURTO DE VEÍCULO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Onda Verde,São José do Rio Preto
7751,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7752,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7753,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7754,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7755,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7756,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7757,TENTATIVA DE HOMICÍDIO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Orindiúva,São José do Rio Preto
7758,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7759,LESÃO CORPORAL DOLOSA,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Orindiúva,São José do Rio Preto
7760,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Orindiúva,São José do Rio Preto
7761,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7762,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7763,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7764,TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7765,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7766,ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7767,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7768,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7769,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7770,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7771,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Orindiúva,São José do Rio Preto
7772,FURTO - OUTROS,3.0,3.0,1.0,...,...,...,...,...,...,...,...,...,7.0,2022,Orindiúva,São José do Rio Preto
7773,FURTO DE VEÍCULO,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Orindiúva,São José do Rio Preto
7774,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7775,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7776,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7777,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7778,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7779,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7780,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7781,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7782,LESÃO CORPORAL DOLOSA,5.0,5.0,10.0,...,...,...,...,...,...,...,...,...,20.0,2022,Ouroeste,São José do Rio Preto
7783,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2.0,3.0,2.0,...,...,...,...,...,...,...,...,...,7.0,2022,Ouroeste,São José do Rio Preto
7784,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7785,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7786,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7787,TOTAL DE ESTUPRO (4),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Ouroeste,São José do Rio Preto
7788,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7789,ESTUPRO DE VULNERÁVEL,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Ouroeste,São José do Rio Preto
7790,TOTAL DE ROUBO - OUTROS (1),1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Ouroeste,São José do Rio Preto
7791,ROUBO - OUTROS,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Ouroeste,São José do Rio Preto
7792,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7793,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7794,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7795,FURTO - OUTROS,6.0,4.0,7.0,...,...,...,...,...,...,...,...,...,17.0,2022,Ouroeste,São José do Rio Preto
7796,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Ouroeste,São José do Rio Preto
7797,HOMICÍDIO DOLOSO (2),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Palestina,São José do Rio Preto
7798,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Palestina,São José do Rio Preto
7799,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7800,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7801,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7802,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7803,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7804,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7805,LESÃO CORPORAL DOLOSA,2.0,3.0,1.0,...,...,...,...,...,...,...,...,...,6.0,2022,Palestina,São José do Rio Preto
7806,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,2.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Palestina,São José do Rio Preto
7807,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7808,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7809,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7810,TOTAL DE ESTUPRO (4),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Palestina,São José do Rio Preto
7811,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7812,ESTUPRO DE VULNERÁVEL,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Palestina,São José do Rio Preto
7813,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7814,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7815,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7816,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7817,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palestina,São José do Rio Preto
7818,FURTO - OUTROS,10.0,4.0,5.0,...,...,...,...,...,...,...,...,...,19.0,2022,Palestina,São José do Rio Preto
7819,FURTO DE VEÍCULO,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Palestina,São José do Rio Preto
7820,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7821,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7822,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7823,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7824,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7825,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7826,TENTATIVA DE HOMICÍDIO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Palmares Paulista,São José do Rio Preto
7827,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7828,LESÃO CORPORAL DOLOSA,0.0,4.0,8.0,...,...,...,...,...,...,...,...,...,12.0,2022,Palmares Paulista,São José do Rio Preto
7829,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Palmares Paulista,São José do Rio Preto
7830,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7831,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7832,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7833,TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7834,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7835,ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7836,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7837,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7838,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7839,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7840,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmares Paulista,São José do Rio Preto
7841,FURTO - OUTROS,2.0,0.0,5.0,...,...,...,...,...,...,...,...,...,7.0,2022,Palmares Paulista,São José do Rio Preto
7842,FURTO DE VEÍCULO,3.0,0.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2022,Palmares Paulista,São José do Rio Preto
7843,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmeira d'Oeste,São José do Rio Preto
7844,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmeira d'Oeste,São José do Rio Preto
7845,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Palmeira d'Oeste,São José do Rio Preto
